"","county","totalcountconfirmed","totalcountdeaths","newcountconfirmed","newcountdeaths","date"
"598","placer",174,9,2,0,2020-05-15
"599","placer",174,9,0,0,2020-05-16
"600","placer",175,9,1,0,2020-05-17
"601","placer",176,9,1,0,2020-05-18
"602","placer",177,9,1,0,2020-05-19
"603","placer",176,9,-1,0,2020-05-20
"604","placer",176,9,0,0,2020-05-21
"605","placer",181,9,5,0,2020-05-22
"606","placer",184,9,3,0,2020-05-23
"607","placer",184,9,0,0,2020-05-24
"608","placer",186,9,2,0,2020-05-25
"609","placer",188,9,2,0,2020-05-26
"610","placer",196,9,8,0,2020-05-27
"611","placer",196,9,0,0,2020-05-28
"612","placer",199,9,3,0,2020-05-29
"613","placer",199,9,0,0,2020-05-30
"614","placer",215,9,16,0,2020-05-31
"615","placer",218,9,3,0,2020-06-01
"616","placer",226,9,8,0,2020-06-02
"617","placer",243,9,17,0,2020-06-03
"618","placer",256,9,13,0,2020-06-04
"619","placer",265,9,9,0,2020-06-05
"620","placer",270,9,5,0,2020-06-06
"621","placer",273,9,3,0,2020-06-07
"622","placer",290,9,17,0,2020-06-08
"623","placer",301,9,11,0,2020-06-09
"624","placer",309,9,8,0,2020-06-10
"625","placer",321,9,12,0,2020-06-11
"626","placer",333,9,12,0,2020-06-12
"627","placer",346,9,13,0,2020-06-13
"628","placer",369,9,23,0,2020-06-14
"629","placer",386,9,17,0,2020-06-15
"630","placer",392,9,6,0,2020-06-16
"631","placer",427,9,35,0,2020-06-17
"632","placer",457,9,30,0,2020-06-18
"633","placer",464,9,7,0,2020-06-19
"634","placer",483,9,19,0,2020-06-20
"635","placer",498,9,15,0,2020-06-21
"636","placer",512,9,14,0,2020-06-22
"637","placer",525,10,13,1,2020-06-23
"638","placer",548,10,23,0,2020-06-24
"639","placer",578,10,30,0,2020-06-25
"640","placer",589,11,11,1,2020-06-26
"641","placer",591,11,2,0,2020-06-27
"642","placer",636,11,45,0,2020-06-28
"643","placer",668,11,32,0,2020-06-29
"644","placer",697,11,29,0,2020-06-30
"645","placer",713,11,16,0,2020-07-01
"646","placer",740,11,27,0,2020-07-02
"647","placer",745,11,5,0,2020-07-03
"648","san luis obispo",5,0,5,0,2020-03-18
"649","san luis obispo",6,0,1,0,2020-03-19
"650","san luis obispo",11,0,5,0,2020-03-20
"651","san luis obispo",16,0,5,0,2020-03-21
"652","san luis obispo",19,0,3,0,2020-03-22
"653","san luis obispo",23,0,4,0,2020-03-23
"654","san luis obispo",32,0,9,0,2020-03-24
"655","san luis obispo",35,0,3,0,2020-03-25
"656","san luis obispo",38,0,3,0,2020-03-26
"657","san luis obispo",46,0,8,0,2020-03-27
"658","san luis obispo",52,0,6,0,2020-03-28
"659","san luis obispo",55,0,3,0,2020-03-29
"660","san luis obispo",62,0,7,0,2020-03-30
"661","san luis obispo",67,0,5,0,2020-03-31
"662","san luis obispo",69,0,2,0,2020-04-01
"663","san luis obispo",79,0,10,0,2020-04-02
"664","san luis obispo",82,0,3,0,2020-04-03
"665","san luis obispo",82,0,0,0,2020-04-04
"666","san luis obispo",83,1,1,1,2020-04-05
"667","san luis obispo",85,1,2,0,2020-04-06
"668","san luis obispo",87,1,2,0,2020-04-07
"669","san luis obispo",90,1,3,0,2020-04-08
"670","san luis obispo",93,1,3,0,2020-04-09
"671","san luis obispo",97,1,4,0,2020-04-10
"672","san luis obispo",100,1,3,0,2020-04-11
"673","san luis obispo",102,1,2,0,2020-04-12
"674","san luis obispo",107,1,5,0,2020-04-13
"675","san luis obispo",109,1,2,0,2020-04-14
"676","san luis obispo",112,1,3,0,2020-04-15
"677","san luis obispo",113,1,1,0,2020-04-16
"678","san luis obispo",116,1,3,0,2020-04-17
"679","san luis obispo",129,1,13,0,2020-04-18
"680","san luis obispo",132,1,3,0,2020-04-19
"681","san luis obispo",132,1,0,0,2020-04-20
"682","san luis obispo",134,1,2,0,2020-04-21
"683","san luis obispo",142,1,8,0,2020-04-22
"684","san luis obispo",146,1,4,0,2020-04-23
"685","san luis obispo",151,1,5,0,2020-04-24
"686","san luis obispo",159,1,8,0,2020-04-25
"687","san luis obispo",165,1,6,0,2020-04-26
"688","san luis obispo",166,1,1,0,2020-04-27
"689","san luis obispo",172,1,6,0,2020-04-28
"690","san luis obispo",181,1,9,0,2020-04-29
"691","san luis obispo",182,1,1,0,2020-04-30
"692","san luis obispo",186,1,4,0,2020-05-01
"693","san luis obispo",193,1,7,0,2020-05-02
"694","san luis obispo",200,1,7,0,2020-05-03
"695","san luis obispo",202,1,2,0,2020-05-04
"696","san luis obispo",203,1,1,0,2020-05-05
"697","san luis obispo",207,1,4,0,2020-05-06
"698","san luis obispo",209,1,2,0,2020-05-07
"699","san luis obispo",210,1,1,0,2020-05-08
"700","san luis obispo",213,1,3,0,2020-05-09
"701","san luis obispo",218,1,5,0,2020-05-10
"702","san luis obispo",224,1,6,0,2020-05-11
"703","san luis obispo",226,1,2,0,2020-05-12
"704","san luis obispo",231,1,5,0,2020-05-13
"705","san luis obispo",236,1,5,0,2020-05-14
"706","san luis obispo",237,1,1,0,2020-05-15
"707","san luis obispo",240,1,3,0,2020-05-16
"708","san luis obispo",242,1,2,0,2020-05-17
"709","san luis obispo",243,1,1,0,2020-05-18
"710","san luis obispo",245,1,2,0,2020-05-19
"711","san luis obispo",249,1,4,0,2020-05-20
"712","san luis obispo",251,1,2,0,2020-05-21
"713","san luis obispo",254,1,3,0,2020-05-22
"714","san luis obispo",256,1,2,0,2020-05-23
"715","san luis obispo",257,1,1,0,2020-05-24
"716","san luis obispo",260,1,3,0,2020-05-25
"717","san luis obispo",260,1,0,0,2020-05-26
"718","san luis obispo",266,1,6,0,2020-05-27
"719","san luis obispo",267,1,1,0,2020-05-28
"720","san luis obispo",270,1,3,0,2020-05-29
"721","san luis obispo",270,1,0,0,2020-05-30
"722","san luis obispo",271,1,1,0,2020-05-31
"723","san luis obispo",275,1,4,0,2020-06-01
"724","san luis obispo",275,1,0,0,2020-06-02
"725","san luis obispo",279,1,4,0,2020-06-03
"726","san luis obispo",288,1,9,0,2020-06-04
"727","san luis obispo",293,1,5,0,2020-06-05
"728","san luis obispo",295,1,2,0,2020-06-06
"729","san luis obispo",296,1,1,0,2020-06-07
"730","san luis obispo",300,1,4,0,2020-06-08
"731","san luis obispo",301,1,1,0,2020-06-09
"732","san luis obispo",306,1,5,0,2020-06-10
"733","san luis obispo",307,1,1,0,2020-06-11
"734","san luis obispo",321,1,14,0,2020-06-12
"735","san luis obispo",326,1,5,0,2020-06-13
"736","san luis obispo",330,1,4,0,2020-06-14
"737","san luis obispo",332,1,2,0,2020-06-15
"738","san luis obispo",343,1,11,0,2020-06-16
"739","san luis obispo",362,1,19,0,2020-06-17
"740","san luis obispo",378,1,16,0,2020-06-18
"741","san luis obispo",392,1,14,0,2020-06-19
"742","san luis obispo",405,1,13,0,2020-06-20
"743","san luis obispo",418,1,13,0,2020-06-21
"744","san luis obispo",422,1,4,0,2020-06-22
"745","san luis obispo",445,1,23,0,2020-06-23
"746","san luis obispo",461,1,16,0,2020-06-24
"747","san luis obispo",476,1,15,0,2020-06-25
"748","san luis obispo",502,1,26,0,2020-06-26
"749","san luis obispo",511,1,9,0,2020-06-27
"750","san luis obispo",548,1,37,0,2020-06-28
"751","san luis obispo",579,1,31,0,2020-06-29
"752","san luis obispo",603,1,24,0,2020-06-30
"753","san luis obispo",613,2,10,1,2020-07-01
"754","san luis obispo",659,2,46,0,2020-07-02
"755","san luis obispo",676,2,17,0,2020-07-03
"756","solano",26,0,26,0,2020-03-18
"757","solano",26,0,0,0,2020-03-19
"758","solano",29,0,3,0,2020-03-20
"759","solano",8,0,-21,0,2020-03-21
"760","solano",8,0,0,0,2020-03-22
"761","solano",11,0,3,0,2020-03-23
"762","solano",13,0,2,0,2020-03-24
"763","solano",18,0,5,0,2020-03-25
"764","solano",20,0,2,0,2020-03-26
"765","solano",48,0,28,0,2020-03-27
"766","solano",48,0,0,0,2020-03-28
"767","solano",48,0,0,0,2020-03-29
"768","solano",50,0,2,0,2020-03-30
"769","solano",56,0,6,0,2020-03-31
"770","solano",57,0,1,0,2020-04-01
"771","solano",65,0,8,0,2020-04-02
"772","solano",72,1,7,1,2020-04-03
"773","solano",79,1,7,0,2020-04-04
"774","solano",78,1,-1,0,2020-04-05
"775","solano",95,1,17,0,2020-04-06
"776","solano",99,1,4,0,2020-04-07
"777","solano",111,2,12,1,2020-04-08
"778","solano",118,2,7,0,2020-04-09
"779","solano",129,2,11,0,2020-04-10
"780","solano",138,2,9,0,2020-04-11
"781","solano",136,2,-2,0,2020-04-12
"782","solano",137,2,1,0,2020-04-13
"783","solano",140,2,3,0,2020-04-14
"784","solano",153,2,13,0,2020-04-15
"785","solano",162,2,9,0,2020-04-16
"786","solano",173,2,11,0,2020-04-17
"787","solano",175,2,2,0,2020-04-18
"788","solano",174,2,-1,0,2020-04-19
"789","solano",185,2,11,0,2020-04-20
"790","solano",193,3,8,1,2020-04-21
"791","solano",195,3,2,0,2020-04-22
"792","solano",196,4,1,1,2020-04-23
"793","solano",203,4,7,0,2020-04-24
"794","solano",203,4,0,0,2020-04-25
"795","solano",205,4,2,0,2020-04-26
"796","solano",222,4,17,0,2020-04-27
"797","solano",246,4,24,0,2020-04-28
"798","solano",252,5,6,1,2020-04-29
"799","solano",262,5,10,0,2020-04-30
"800","solano",266,5,4,0,2020-05-01
"801","solano",267,5,1,0,2020-05-02
"802","solano",266,5,-1,0,2020-05-03
"803","solano",293,6,27,1,2020-05-04
"804","solano",299,6,6,0,2020-05-05
"805","solano",300,7,1,1,2020-05-06
"806","solano",307,7,7,0,2020-05-07
"807","solano",314,7,7,0,2020-05-08
"808","solano",321,7,7,0,2020-05-09
"809","solano",322,7,1,0,2020-05-10
"810","solano",354,10,32,3,2020-05-11
"811","solano",361,11,7,1,2020-05-12
"812","solano",368,12,7,1,2020-05-13
"813","solano",372,14,4,2,2020-05-14
"814","solano",388,16,16,2,2020-05-15
"815","solano",392,16,4,0,2020-05-16
"816","solano",392,16,0,0,2020-05-17
"817","solano",398,16,6,0,2020-05-18
"818","solano",415,16,17,0,2020-05-19
"819","solano",418,18,3,2,2020-05-20
"820","solano",424,19,6,1,2020-05-21
"821","solano",431,20,7,1,2020-05-22
"822","solano",435,20,4,0,2020-05-23
"823","solano",436,20,1,0,2020-05-24
"824","solano",437,20,1,0,2020-05-25
"825","solano",470,20,33,0,2020-05-26
"826","solano",477,21,7,1,2020-05-27
"827","solano",489,22,12,1,2020-05-28
"828","solano",498,22,9,0,2020-05-29
"829","solano",512,22,14,0,2020-05-30
"830","solano",512,22,0,0,2020-05-31
"831","solano",529,22,17,0,2020-06-01
"832","solano",537,22,8,0,2020-06-02
"833","solano",543,22,6,0,2020-06-03
"834","solano",551,22,8,0,2020-06-04
"835","solano",558,23,7,1,2020-06-05
"836","solano",560,23,2,0,2020-06-06
"837","solano",560,23,0,0,2020-06-07
"838","solano",560,23,0,0,2020-06-08
"839","solano",596,23,36,0,2020-06-09
"840","solano",608,23,12,0,2020-06-10
"841","solano",616,23,8,0,2020-06-11
"842","solano",620,23,4,0,2020-06-12
"843","solano",637,23,17,0,2020-06-13
"844","solano",638,23,1,0,2020-06-14
"845","solano",638,23,0,0,2020-06-15
"846","solano",694,23,56,0,2020-06-16
"847","solano",722,23,28,0,2020-06-17
"848","solano",735,23,13,0,2020-06-18
"849","solano",755,23,20,0,2020-06-19
"850","solano",784,23,29,0,2020-06-20
"851","solano",783,23,-1,0,2020-06-21
"852","solano",784,23,1,0,2020-06-22
"853","solano",941,23,157,0,2020-06-23
"854","solano",979,23,38,0,2020-06-24
"855","solano",1041,23,62,0,2020-06-25
"856","solano",1082,23,41,0,2020-06-26
"857","solano",1098,23,16,0,2020-06-27
"858","solano",1144,23,46,0,2020-06-28
"859","solano",1216,24,72,1,2020-06-29
"860","solano",1317,24,101,0,2020-06-30
"861","solano",1364,25,47,1,2020-07-01
"862","solano",1429,25,65,0,2020-07-02
"863","solano",1496,25,67,0,2020-07-03
"864","monterey",1,0,1,0,2020-03-18
"865","monterey",3,0,2,0,2020-03-19
"866","monterey",4,0,1,0,2020-03-20
"867","monterey",8,1,4,1,2020-03-21
"868","monterey",14,1,6,0,2020-03-22
"869","monterey",14,1,0,0,2020-03-23
"870","monterey",23,1,9,0,2020-03-24
"871","monterey",23,1,0,0,2020-03-25
"872","monterey",25,1,2,0,2020-03-26
"873","monterey",26,1,1,0,2020-03-27
"874","monterey",32,1,6,0,2020-03-28
"875","monterey",36,1,4,0,2020-03-29
"876","monterey",41,1,5,0,2020-03-30
"877","monterey",43,2,2,1,2020-03-31
"878","monterey",47,2,4,0,2020-04-01
"879","monterey",50,2,3,0,2020-04-02
"880","monterey",58,2,8,0,2020-04-03
"881","monterey",61,2,3,0,2020-04-04
"882","monterey",61,2,0,0,2020-04-05
"883","monterey",62,2,1,0,2020-04-06
"884","monterey",63,2,1,0,2020-04-07
"885","monterey",68,3,5,1,2020-04-08
"886","monterey",70,3,2,0,2020-04-09
"887","monterey",78,3,8,0,2020-04-10
"888","monterey",78,3,0,0,2020-04-11
"889","monterey",85,3,7,0,2020-04-12
"890","monterey",89,3,4,0,2020-04-13
"891","monterey",98,3,9,0,2020-04-14
"892","monterey",106,3,8,0,2020-04-15
"893","monterey",116,3,10,0,2020-04-16
"894","monterey",119,3,3,0,2020-04-17
"895","monterey",135,3,16,0,2020-04-18
"896","monterey",140,4,5,1,2020-04-19
"897","monterey",147,4,7,0,2020-04-20
"898","monterey",151,4,4,0,2020-04-21
"899","monterey",154,4,3,0,2020-04-22
"900","monterey",161,4,7,0,2020-04-23
"901","monterey",167,4,6,0,2020-04-24
"902","monterey",173,4,6,0,2020-04-25
"903","monterey",182,4,9,0,2020-04-26
"904","monterey",185,4,3,0,2020-04-27
"905","monterey",191,4,6,0,2020-04-28
"906","monterey",204,5,13,1,2020-04-29
"907","monterey",213,5,9,0,2020-04-30
"908","monterey",222,5,9,0,2020-05-01
"909","monterey",225,6,3,1,2020-05-02
"910","monterey",235,6,10,0,2020-05-03
"911","monterey",237,6,2,0,2020-05-04
"912","monterey",240,6,3,0,2020-05-05
"913","monterey",246,6,6,0,2020-05-06
"914","monterey",249,6,3,0,2020-05-07
"915","monterey",265,6,16,0,2020-05-08
"916","monterey",273,6,8,0,2020-05-09
"917","monterey",282,6,9,0,2020-05-10
"918","monterey",286,6,4,0,2020-05-11
"919","monterey",298,6,12,0,2020-05-12
"920","monterey",309,6,11,0,2020-05-13
"921","monterey",317,6,8,0,2020-05-14
"922","monterey",321,8,4,2,2020-05-15
"923","monterey",329,8,8,0,2020-05-16
"924","monterey",342,8,13,0,2020-05-17
"925","monterey",345,8,3,0,2020-05-18
"926","monterey",350,8,5,0,2020-05-19
"927","monterey",356,8,6,0,2020-05-20
"928","monterey",363,8,7,0,2020-05-21
"929","monterey",372,8,9,0,2020-05-22
"930","monterey",397,8,25,0,2020-05-23
"931","monterey",405,8,8,0,2020-05-24
"932","monterey",418,8,13,0,2020-05-25
"933","monterey",424,8,6,0,2020-05-26
"934","monterey",443,8,19,0,2020-05-27
"935","monterey",471,8,28,0,2020-05-28
"936","monterey",479,10,8,2,2020-05-29
"937","monterey",520,10,41,0,2020-05-30
"938","monterey",545,10,25,0,2020-05-31
"939","monterey",554,10,9,0,2020-06-01
"940","monterey",582,10,28,0,2020-06-02
"941","monterey",592,10,10,0,2020-06-03
"942","monterey",621,10,29,0,2020-06-04
"943","monterey",649,10,28,0,2020-06-05
"944","monterey",679,10,30,0,2020-06-06
"945","monterey",732,10,53,0,2020-06-07
"946","monterey",751,10,19,0,2020-06-08
"947","monterey",772,11,21,1,2020-06-09
"948","monterey",791,11,19,0,2020-06-10
"949","monterey",813,11,22,0,2020-06-11
"950","monterey",864,11,51,0,2020-06-12
"951","monterey",900,11,36,0,2020-06-13
"952","monterey",949,12,49,1,2020-06-14
"953","monterey",998,12,49,0,2020-06-15
"954","monterey",1019,12,21,0,2020-06-16
"955","monterey",1077,12,58,0,2020-06-17
"956","monterey",1127,12,50,0,2020-06-18
"957","monterey",1159,12,32,0,2020-06-19
"958","monterey",1181,12,22,0,2020-06-20
"959","monterey",1227,12,46,0,2020-06-21
"960","monterey",1293,12,66,0,2020-06-22
"961","monterey",1346,12,53,0,2020-06-23
"962","monterey",1407,12,61,0,2020-06-24
"963","monterey",1430,12,23,0,2020-06-25
"964","monterey",1454,12,24,0,2020-06-26
"965","monterey",1462,12,8,0,2020-06-27
"966","monterey",1579,12,117,0,2020-06-28
"967","monterey",1656,14,77,2,2020-06-29
"968","monterey",1687,15,31,1,2020-06-30
"969","monterey",1705,15,18,0,2020-07-01
"970","monterey",1796,15,91,0,2020-07-02
"971","monterey",1804,15,8,0,2020-07-03
"972","yuba",0,0,0,0,2020-03-18
"973","yuba",0,0,0,0,2020-03-19
"974","yuba",0,0,0,0,2020-03-20
"975","yuba",1,0,1,0,2020-03-21
"976","yuba",2,0,1,0,2020-03-22
"977","yuba",2,0,0,0,2020-03-23
"978","yuba",2,0,0,0,2020-03-24
"979","yuba",2,0,0,0,2020-03-25
"980","yuba",3,0,1,0,2020-03-26
"981","yuba",3,0,0,0,2020-03-27
"982","yuba",3,0,0,0,2020-03-28
"983","yuba",3,0,0,0,2020-03-29
"984","yuba",5,0,2,0,2020-03-30
"985","yuba",5,0,0,0,2020-03-31
"986","yuba",5,0,0,0,2020-04-01
"987","yuba",5,0,0,0,2020-04-02
"988","yuba",6,0,1,0,2020-04-03
"989","yuba",7,0,1,0,2020-04-04
"990","yuba",7,0,0,0,2020-04-05
"991","yuba",8,0,1,0,2020-04-06
"992","yuba",10,0,2,0,2020-04-07
"993","yuba",10,0,0,0,2020-04-08
"994","yuba",13,0,3,0,2020-04-09
"995","yuba",13,1,0,1,2020-04-10
"996","yuba",13,1,0,0,2020-04-11
"997","yuba",13,1,0,0,2020-04-12
"998","yuba",13,1,0,0,2020-04-13
"999","yuba",14,1,1,0,2020-04-14
"1000","yuba",15,1,1,0,2020-04-15
"1001","yuba",14,1,-1,0,2020-04-16
"1002","yuba",14,1,0,0,2020-04-17
"1003","yuba",14,1,0,0,2020-04-18
"1004","yuba",15,1,1,0,2020-04-19
"1005","yuba",15,1,0,0,2020-04-20
"1006","yuba",15,1,0,0,2020-04-21
"1007","yuba",15,1,0,0,2020-04-22
"1008","yuba",15,1,0,0,2020-04-23
"1009","yuba",15,1,0,0,2020-04-24
"1010","yuba",15,1,0,0,2020-04-25
"1011","yuba",15,1,0,0,2020-04-26
"1012","yuba",15,1,0,0,2020-04-27
"1013","yuba",15,1,0,0,2020-04-28
"1014","yuba",15,1,0,0,2020-04-29
"1015","yuba",15,1,0,0,2020-04-30
"1016","yuba",16,1,1,0,2020-05-01
"1017","yuba",16,1,0,0,2020-05-02
"1018","yuba",16,1,0,0,2020-05-03
"1019","yuba",16,1,0,0,2020-05-04
"1020","yuba",15,1,-1,0,2020-05-05
"1021","yuba",15,1,0,0,2020-05-06
"1022","yuba",16,1,1,0,2020-05-07
"1023","yuba",16,1,0,0,2020-05-08
"1024","yuba",17,1,1,0,2020-05-09
"1025","yuba",17,1,0,0,2020-05-10
"1026","yuba",18,1,1,0,2020-05-11
"1027","yuba",19,1,1,0,2020-05-12
"1028","yuba",19,1,0,0,2020-05-13
"1029","yuba",21,1,2,0,2020-05-14
"1030","yuba",21,1,0,0,2020-05-15
"1031","yuba",21,1,0,0,2020-05-16
"1032","yuba",21,1,0,0,2020-05-17
"1033","yuba",23,1,2,0,2020-05-18
"1034","yuba",23,1,0,0,2020-05-19
"1035","yuba",23,1,0,0,2020-05-20
"1036","yuba",24,1,1,0,2020-05-21
"1037","yuba",24,1,0,0,2020-05-22
"1038","yuba",24,1,0,0,2020-05-23
"1039","yuba",24,1,0,0,2020-05-24
"1040","yuba",24,1,0,0,2020-05-25
"1041","yuba",24,1,0,0,2020-05-26
"1042","yuba",24,1,0,0,2020-05-27
"1043","yuba",24,1,0,0,2020-05-28
"1044","yuba",25,1,1,0,2020-05-29
"1045","yuba",25,1,0,0,2020-05-30
"1046","yuba",26,1,1,0,2020-05-31
"1047","yuba",26,1,0,0,2020-06-01
"1048","yuba",27,1,1,0,2020-06-02
"1049","yuba",27,1,0,0,2020-06-03
"1050","yuba",27,1,0,0,2020-06-04
"1051","yuba",27,1,0,0,2020-06-05
"1052","yuba",27,1,0,0,2020-06-06
"1053","yuba",27,1,0,0,2020-06-07
"1054","yuba",27,1,0,0,2020-06-08
"1055","yuba",27,1,0,0,2020-06-09
"1056","yuba",27,1,0,0,2020-06-10
"1057","yuba",27,1,0,0,2020-06-11
"1058","yuba",27,1,0,0,2020-06-12
"1059","yuba",28,1,1,0,2020-06-13
"1060","yuba",28,1,0,0,2020-06-14
"1061","yuba",28,1,0,0,2020-06-15
"1062","yuba",29,4,1,3,2020-06-16
"1063","yuba",30,4,1,0,2020-06-17
"1064","yuba",32,4,2,0,2020-06-18
"1065","yuba",33,1,1,-3,2020-06-19
"1066","yuba",34,1,1,0,2020-06-20
"1067","yuba",35,1,1,0,2020-06-21
"1068","yuba",36,1,1,0,2020-06-22
"1069","yuba",35,1,-1,0,2020-06-23
"1070","yuba",37,1,2,0,2020-06-24
"1071","yuba",38,1,1,0,2020-06-25
"1072","yuba",38,1,0,0,2020-06-26
"1073","yuba",39,1,1,0,2020-06-27
"1074","yuba",39,1,0,0,2020-06-28
"1075","yuba",55,1,16,0,2020-06-29
"1076","yuba",56,1,1,0,2020-06-30
"1077","yuba",79,1,23,0,2020-07-01
"1078","yuba",93,1,14,0,2020-07-02
"1079","yuba",96,1,3,0,2020-07-03
"1080","san francisco",65,0,65,0,2020-03-18
"1081","san francisco",80,0,15,0,2020-03-19
"1082","san francisco",87,0,7,0,2020-03-20
"1083","san francisco",106,0,19,0,2020-03-21
"1084","san francisco",134,0,28,0,2020-03-22
"1085","san francisco",152,0,18,0,2020-03-23
"1086","san francisco",181,1,29,1,2020-03-24
"1087","san francisco",213,2,32,1,2020-03-25
"1088","san francisco",261,1,48,-1,2020-03-26
"1089","san francisco",285,2,24,1,2020-03-27
"1090","san francisco",300,3,15,1,2020-03-28
"1091","san francisco",333,5,33,2,2020-03-29
"1092","san francisco",368,5,35,0,2020-03-30
"1093","san francisco",404,5,36,0,2020-03-31
"1094","san francisco",432,6,28,1,2020-04-01
"1095","san francisco",473,6,41,0,2020-04-02
"1096","san francisco",506,6,33,0,2020-04-03
"1097","san francisco",537,6,31,0,2020-04-04
"1098","san francisco",559,6,22,0,2020-04-05
"1099","san francisco",586,6,27,0,2020-04-06
"1100","san francisco",636,6,50,0,2020-04-07
"1101","san francisco",687,7,51,1,2020-04-08
"1102","san francisco",748,8,61,1,2020-04-09
"1103","san francisco",797,12,49,4,2020-04-10
"1104","san francisco",860,12,63,0,2020-04-11
"1105","san francisco",886,12,26,0,2020-04-12
"1106","san francisco",959,15,73,3,2020-04-13
"1107","san francisco",968,15,9,0,2020-04-14
"1108","san francisco",1006,17,38,2,2020-04-15
"1109","san francisco",1039,17,33,0,2020-04-16
"1110","san francisco",1090,20,51,3,2020-04-17
"1111","san francisco",1144,20,54,0,2020-04-18
"1112","san francisco",1153,20,9,0,2020-04-19
"1113","san francisco",1223,20,70,0,2020-04-20
"1114","san francisco",1232,20,9,0,2020-04-21
"1115","san francisco",1255,21,23,1,2020-04-22
"1116","san francisco",1312,21,57,0,2020-04-23
"1117","san francisco",1345,22,33,1,2020-04-24
"1118","san francisco",1341,22,-4,0,2020-04-25
"1119","san francisco",1403,23,62,1,2020-04-26
"1120","san francisco",1453,23,50,0,2020-04-27
"1121","san francisco",1471,23,18,0,2020-04-28
"1122","san francisco",1489,23,18,0,2020-04-29
"1123","san francisco",1518,26,29,3,2020-04-30
"1124","san francisco",1552,29,34,3,2020-05-01
"1125","san francisco",1632,29,80,0,2020-05-02
"1126","san francisco",1692,30,60,1,2020-05-03
"1127","san francisco",1760,31,68,1,2020-05-04
"1128","san francisco",1779,31,19,0,2020-05-05
"1129","san francisco",1804,31,25,0,2020-05-06
"1130","san francisco",1852,32,48,1,2020-05-07
"1131","san francisco",1890,33,38,1,2020-05-08
"1132","san francisco",1944,34,54,1,2020-05-09
"1133","san francisco",1953,34,9,0,2020-05-10
"1134","san francisco",1974,35,21,1,2020-05-11
"1135","san francisco",1981,35,7,0,2020-05-12
"1136","san francisco",2004,35,23,0,2020-05-13
"1137","san francisco",2029,35,25,0,2020-05-14
"1138","san francisco",2062,36,33,1,2020-05-15
"1139","san francisco",2094,36,32,0,2020-05-16
"1140","san francisco",2132,36,38,0,2020-05-17
"1141","san francisco",2183,36,51,0,2020-05-18
