"","county","date","hospitalized_covid_patients","all_hospital_beds","icu_available_beds","icu_combined","hospital_capactity","icu_capacity"
"3058","del norte","2020-05-22","   0","   51","   4","  0","   51","   4"
"3059","colusa","2020-05-22","   0","   88","   6","  0","   88","   6"
"3060","placer","2020-05-22","  26","  753","  42","  8","  727","  34"
"3061","calaveras","2020-05-22","   0","   50","   9","  0","   50","   9"
"3062","fresno","2020-05-22","  94"," 2135","  89"," 26"," 2041","  63"
"3063","glenn","2020-05-22","   0","    0","   0","  0","    0","   0"
"3064","san bernardino","2020-05-22"," 226"," 4821"," 218"," 55"," 4595"," 163"
"3065","lassen","2020-05-22","   1","   25","   0","  0","   24","   0"
"3066","butte","2020-05-22","   8","  448","  17","  2","  440","  15"
"3067","san joaquin","2020-05-22","  35"," 1366","  23"," 11"," 1331","  12"
"3068","plumas","2020-05-22","   0","   45","   0","  0","   45","   0"
"3069","mendocino","2020-05-22","   1","  180","   6","  1","  179","   5"
"3070","tulare","2020-05-22","  39","  881","  31"," 10","  842","  21"
"3071","santa clara","2020-05-22","  55"," 3318"," 170"," 20"," 3263"," 150"
"3072","santa barbara","2020-05-22","  24","  717","  60","  9","  693","  51"
"3073","kern","2020-05-22","  53"," 1761","  64"," 20"," 1708","  44"
"3074","riverside","2020-05-22"," 310"," 4029"," 130"," 80"," 3719","  50"
"3075","kings","2020-05-22","  28","  199","   4","  8","  171","  -4"
"3076","tuolumne","2020-05-22","   0","  151","   2","  0","  151","   2"
"3077","amador","2020-05-22","   1","   51","   1","  0","   50","   1"
"3078","alameda","2020-05-22"," 160"," 2968"," 119"," 55"," 2808","  64"
"3079","modoc","2020-05-22","   1","   41","   0","  0","   40","   0"
"3080","sacramento","2020-05-22","  23"," 2400"," 106","  4"," 2377"," 102"
"3081","siskiyou","2020-05-22","   2","   65","   5","  1","   63","   4"
"3082","shasta","2020-05-22","   1","  667","  13","  0","  666","  13"
"3083","san diego","2020-05-22"," 381"," 6221"," 333","155"," 5840"," 178"
"3084","mono","2020-05-22","   0","   17","   2","  0","   17","   2"
"3085","san mateo","2020-05-23","  50"," 1096","  42"," 16"," 1046","  26"
"3086","riverside","2020-05-23"," 288"," 3971"," 142"," 79"," 3683","  63"
"3087","kings","2020-05-23","  28","  199","   4","  8","  171","  -4"
"3088","mariposa","2020-05-23","   0","   30","   0","  0","   30","   0"
"3089","placer","2020-05-23","  25","  753","  42","  8","  728","  34"
"3090","contra costa","2020-05-23","  48"," 1628"," 100"," 12"," 1580","  88"
"3091","siskiyou","2020-05-23","   2","   65","   5","  1","   63","   4"
"3092","fresno","2020-05-23"," 103"," 2137","  85"," 27"," 2034","  58"
"3093","alameda","2020-05-23"," 158"," 2968"," 110"," 60"," 2810","  50"
"3094","plumas","2020-05-23","   0","   45","   0","  0","   45","   0"
"3095","modoc","2020-05-23","   1","   41","   0","  0","   40","   0"
"3096","mendocino","2020-05-23","   5","  180","   7","  0","  175","   7"
"3097","santa cruz","2020-05-23","   5","  397","  10","  1","  392","   9"
"3098","san francisco","2020-05-23","  73"," 2619","  83"," 27"," 2546","  56"
"3099","lassen","2020-05-23","   0","   25","   0","  0","   25","   0"
"3100","santa clara","2020-05-23","  54"," 3318"," 178"," 19"," 3264"," 159"
"3101","los angeles","2020-05-23","2006","23605","1257","566","21599"," 691"
"3102","tehama","2020-05-23","   0","  106","   6","  0","  106","   6"
"3103","monterey","2020-05-23","   8","  811"," 104","  4","  803"," 100"
"3104","imperial","2020-05-23","  77","  210","   9"," 23","  133"," -14"
"3105","sonoma","2020-05-23","  22","  871","  49","  5","  849","  44"
"3106","glenn","2020-05-23","   0","    0","   0","  0","    0","   0"
"3107","san diego","2020-05-23"," 386"," 6224"," 323","152"," 5838"," 171"
"3108","yuba","2020-05-23","   1","  445","   9","  0","  444","   9"
"3109","shasta","2020-05-23","   1","  667","  13","  0","  666","  13"
"3110","sacramento","2020-05-23","  24"," 2388"," 101","  3"," 2364","  98"
"3111","el dorado","2020-05-23","   6","  199","   3","  6","  193","  -3"
"3112","yolo","2020-05-23","   0","  186","   0","  2","  186","  -2"
"3113","san bernardino","2020-05-23"," 234"," 4821"," 207"," 62"," 4587"," 145"
"3114","santa barbara","2020-05-23","  24","  717","  66","  9","  693","  57"
"3115","merced","2020-05-23","  11","  242","   4","  6","  231","  -2"
"3116","stanislaus","2020-05-23","  38"," 1369","  87","  8"," 1331","  79"
"3117","tuolumne","2020-05-23","   0","  151","   1","  0","  151","   1"
"3118","humboldt","2020-05-23","  17","  352","   3","  2","  335","   1"
"3119","madera","2020-05-23","   0","  528","  21","  0","  528","  21"
"3120","calaveras","2020-05-23","   0","   50","   9","  0","   50","   9"
"3121","amador","2020-05-23","   0","   51","   2","  0","   51","   2"
"3122","mono","2020-05-23","   0","   17","   2","  0","   17","   2"
"3123","kern","2020-05-23","  58"," 1727","  78"," 24"," 1669","  54"
"3124","lake","2020-05-23","   1","  110","   2","  1","  109","   1"
"3125","san luis obispo","2020-05-23","   2","  462","  27","  1","  460","  26"
"3126","sutter","2020-05-23","   0","   14","   0","  0","   14","   0"
"3127","del norte","2020-05-23","   0","   51","   0","  0","   51","   0"
"3128","inyo","2020-05-23","   0","   42","   4","  0","   42","   4"
"3129","napa","2020-05-23","   2","  387","   2","  1","  385","   1"
"3130","trinity","2020-05-23","   0","   54","   0","  0","   54","   0"
"3131","ventura","2020-05-23","  54"," 1318","  39"," 12"," 1264","  27"
"3132","tulare","2020-05-23","  41","  920","  13"," 10","  879","   3"
"3133","colusa","2020-05-23","   0","   88","   6","  0","   88","   6"
"3134","nevada","2020-05-23","   0","  120","   4","  1","  120","   3"
"3135","san benito","2020-05-23","   1","   25","   2","  0","   24","   2"
"3136","butte","2020-05-23","   5","  448","  20","  2","  443","  18"
"3137","marin","2020-05-23","   6","  390","  15","  3","  384","  12"
"3138","solano","2020-05-23","  32","  707","  43","  6","  675","  37"
"3139","orange","2020-05-23"," 372"," 6993"," 407","135"," 6621"," 272"
"3140","san joaquin","2020-05-23","  31"," 1366","  21"," 13"," 1335","   8"
"3141","mono","2020-05-24","   0","   17","   2","  0","   17","   2"
"3142","tulare","2020-05-24","  44","  920","  13"," 11","  876","   2"
"3143","marin","2020-05-24","   6","  390","  13","  3","  384","  10"
"3144","san benito","2020-05-24","   1","   25","   0","  0","   24","   0"
"3145","shasta","2020-05-24","   0","  667","  15","  0","  667","  15"
"3146","lassen","2020-05-24","   0","   25","   0","  0","   25","   0"
"3147","tehama","2020-05-24","   0","  106","   6","  0","  106","   6"
"3148","napa","2020-05-24","   1","  387","   2","  1","  386","   1"
"3149","trinity","2020-05-24","   0","   54","   0","  0","   54","   0"
"3150","santa barbara","2020-05-24","  27","  717","  71","  8","  690","  63"
"3151","monterey","2020-05-24","   8","  811"," 106","  4","  803"," 102"
"3152","ventura","2020-05-24","  68"," 1331","  46"," 18"," 1263","  28"
"3153","san mateo","2020-05-24","  52"," 1096","  43"," 16"," 1044","  27"
"3154","san francisco","2020-05-24","  88"," 2619","  97"," 30"," 2531","  67"
"3155","siskiyou","2020-05-24","   2","   65","   5","  1","   63","   4"
"3156","santa cruz","2020-05-24","   5","  397","  14","  1","  392","  13"
"3157","humboldt","2020-05-24","   7","  352","   5","  1","  345","   4"
"3158","sonoma","2020-05-24","  22","  871","  50","  6","  849","  44"
"3159","yolo","2020-05-24","   0","  186","   0","  0","  186","   0"
"3160","contra costa","2020-05-24","  42"," 1628"," 102"," 11"," 1586","  91"
"3161","alameda","2020-05-24"," 149"," 2968"," 119"," 55"," 2819","  64"
"3162","stanislaus","2020-05-24","  37"," 1369","  85","  7"," 1332","  78"
"3163","modoc","2020-05-24","   1","   41","   0","  0","   40","   0"
"3164","yuba","2020-05-24","   1","  445","  13","  0","  444","  13"
"3165","kings","2020-05-24","  28","  199","   7"," 10","  171","  -3"
"3166","nevada","2020-05-24","   0","  121","   1","  2","  121","  -1"
"3167","amador","2020-05-24","   0","   51","   0","  0","   51","   0"
"3168","placer","2020-05-24","  26","  753","  39","  9","  727","  30"
"3169","tuolumne","2020-05-24","   0","  151","   1","  0","  151","   1"
"3170","sacramento","2020-05-24","  26"," 2363"," 110","  6"," 2337"," 104"
"3171","solano","2020-05-24","  37","  707","  46","  8","  670","  38"
"3172","calaveras","2020-05-24","   1","   50","  10","  0","   49","  10"
"3173","fresno","2020-05-24"," 106"," 2128","  91"," 23"," 2022","  68"
"3174","riverside","2020-05-24"," 268"," 3944"," 150"," 78"," 3676","  72"
"3175","san joaquin","2020-05-24","  36"," 1366","  17"," 11"," 1330","   6"
"3176","orange","2020-05-24"," 388"," 6993"," 404","131"," 6605"," 273"
"3177","plumas","2020-05-24","   0","   45","   0","  0","   45","   0"
"3178","madera","2020-05-24","   1","  528","  22","  1","  527","  21"
"3179","lake","2020-05-24","   4","  110","   0","  2","  106","  -2"
"3180","mariposa","2020-05-24","   0","   30","   0","  0","   30","   0"
"3181","imperial","2020-05-24","  81","  210","   9"," 23","  129"," -14"
"3182","san diego","2020-05-24"," 370"," 6189"," 321","150"," 5819"," 171"
"3183","los angeles","2020-05-24","1990","23608","1227","549","21618"," 678"
"3184","santa clara","2020-05-24","  54"," 3318"," 195"," 18"," 3264"," 177"
"3185","glenn","2020-05-24","   0","    0","   0","  0","    0","   0"
"3186","mendocino","2020-05-24","   5","  180","   7","  0","  175","   7"
"3187","butte","2020-05-24","   5","  448","  20","  2","  443","  18"
"3188","el dorado","2020-05-24","   5","  199","   4","  5","  194","  -1"
"3189","san bernardino","2020-05-24"," 242"," 4821"," 196"," 70"," 4579"," 126"
"3190","colusa","2020-05-24","   0","   88","   6","  0","   88","   6"
"3191","san luis obispo","2020-05-24","   3","  461","  28","  1","  458","  27"
"3192","merced","2020-05-24","  12","  242","   5","  5","  230","   0"
"3193","kern","2020-05-24","  57"," 1712","  84"," 24"," 1655","  60"
"3194","sutter","2020-05-24","   0","   14","   0","  0","   14","   0"
"3195","inyo","2020-05-24","   0","   42","   4","  0","   42","   4"
"3196","del norte","2020-05-24","   0","   51","   2","  0","   51","   2"
"3197","modoc","2020-05-25","   1","   41","   0","  0","   40","   0"
"3198","tulare","2020-05-25","  42","  920","  22"," 15","  878","   7"
"3199","sonoma","2020-05-25","  27","  871","  46","  9","  844","  37"
"3200","solano","2020-05-25","  41","  707","  44"," 15","  666","  29"
"3201","san benito","2020-05-25","   1","   25","   0","  0","   24","   0"
"3202","alameda","2020-05-25"," 156"," 2968"," 115"," 60"," 2812","  55"
"3203","sacramento","2020-05-25","  26"," 2381"," 116"," 31"," 2355","  85"
"3204","marin","2020-05-25","   7","  390","   9","  7","  383","   2"
"3205","san luis obispo","2020-05-25","   2","  448","  26","  1","  446","  25"
"3206","el dorado","2020-05-25","   4","  199","  11","  4","  195","   7"
"3207","orange","2020-05-25"," 394"," 6993"," 441","138"," 6599"," 303"
"3208","tehama","2020-05-25","   0","  106","   3","  0","  106","   3"
"3209","riverside","2020-05-25"," 281"," 3959"," 159"," 78"," 3678","  81"
"3210","sutter","2020-05-25","   0","   14","   0","  0","   14","   0"
"3211","los angeles","2020-05-25","2041","23620","1453","559","21579"," 894"
"3212","mendocino","2020-05-25","   2","  180","   5","  1","  178","   4"
"3213","santa clara","2020-05-25","  52"," 3318"," 204"," 26"," 3266"," 178"
"3214","mariposa","2020-05-25","   1","   30","   0","  0","   29","   0"
"3215","nevada","2020-05-25","   0","  120","   6","  1","  120","   5"
"3216","butte","2020-05-25","   7","  448","  19","  3","  441","  16"
"3217","napa","2020-05-25","   1","  387","   4","  1","  386","   3"
"3218","ventura","2020-05-25","  63"," 1337","  46"," 14"," 1274","  32"
"3219","mono","2020-05-25","   0","   17","   2","  0","   17","   2"
"3220","lake","2020-05-25","   1","  110","   2","  0","  109","   2"
"3221","lassen","2020-05-25","   0","   25","   0","  0","   25","   0"
"3222","colusa","2020-05-25","   0","   88","   6","  0","   88","   6"
"3223","san diego","2020-05-25"," 385"," 6158"," 385","160"," 5773"," 225"
"3224","stanislaus","2020-05-25","  29"," 1369","  79"," 10"," 1340","  69"
"3225","siskiyou","2020-05-25","   2","   65","   5","  1","   63","   4"
"3226","kings","2020-05-25","  29","  199","   3"," 10","  170","  -7"
"3227","yolo","2020-05-25","   1","  186","   4","  0","  185","   4"
"3228","kern","2020-05-25","  59"," 1707","  77"," 26"," 1648","  51"
"3229","calaveras","2020-05-25","   1","   50","  10","  0","   49","  10"
"3230","san mateo","2020-05-25","  57"," 1096","  46"," 20"," 1039","  26"
"3231","san bernardino","2020-05-25"," 254"," 4821"," 245"," 71"," 4567"," 174"
"3232","san francisco","2020-05-25","  81"," 2619"," 100"," 32"," 2538","  68"
"3233","fresno","2020-05-25"," 104"," 2128","  92"," 20"," 2024","  72"
"3234","yuba","2020-05-25","   1","  445","  11","  0","  444","  11"
"3235","santa cruz","2020-05-25","   7","  397","  15","  1","  390","  14"
"3236","plumas","2020-05-25","   0","   45","   0","  0","   45","   0"
"3237","glenn","2020-05-25","   0","    0","   0","  0","    0","   0"
"3238","san joaquin","2020-05-25","  36"," 1366","  22"," 10"," 1330","  12"
"3239","inyo","2020-05-25","   0","   42","   4","  0","   42","   4"
"3240","humboldt","2020-05-25","  10","  352","   4","  1","  342","   3"
"3241","tuolumne","2020-05-25","   0","  151","   2","  0","  151","   2"
"3242","merced","2020-05-25","  10","  242","  10","  5","  232","   5"
"3243","amador","2020-05-25","   0","   51","   1","  0","   51","   1"
"3244","shasta","2020-05-25","   0","  667","  16","  0","  667","  16"
"3245","placer","2020-05-25","  25","  753","  47","  9","  728","  38"
"3246","santa barbara","2020-05-25","  27","  717","  70","  8","  690","  62"
"3247","trinity","2020-05-25","   0","   54","   0","  0","   54","   0"
"3248","monterey","2020-05-25","  10","  811"," 106","  3","  801"," 103"
"3249","del norte","2020-05-25","   1","   51","   3","  0","   50","   3"
"3250","imperial","2020-05-25","  75","  210","   9"," 23","  135"," -14"
"3251","madera","2020-05-25","   2","  528","  24","  0","  526","  24"
"3252","contra costa","2020-05-25","  48"," 1628"," 103"," 19"," 1580","  84"
"3253","sutter","2020-05-26","   0","   14","   0","  0","   14","   0"
"3254","trinity","2020-05-26","   3","   54","   0","  0","   51","   0"
"3255","inyo","2020-05-26","   0","   42","   4","  0","   42","   4"
"3256","tulare","2020-05-26","  41","  920","  19"," 12","  879","   7"
"3257","del norte","2020-05-26","   1","   51","   2","  0","   50","   2"
"3258","san benito","2020-05-26","   1","   25","   2","  0","   24","   2"
"3259","santa barbara","2020-05-26","  23","  717","  84"," 10","  694","  74"
"3260","riverside","2020-05-26"," 309"," 3959"," 173"," 90"," 3650","  83"
"3261","colusa","2020-05-26","   0","   88","   6","  0","   88","   6"
"3262","napa","2020-05-26","   2","  387","   3","  1","  385","   2"
"3263","merced","2020-05-26","   9","  242","   5","  5","  233","   0"
"3264","glenn","2020-05-26","   0","   47","   0","  0","   47","   0"
"3265","imperial","2020-05-26","  77","  210","  10"," 22","  133"," -12"
"3266","mendocino","2020-05-26","   4","  180","   4","  1","  176","   3"
"3267","ventura","2020-05-26","  62"," 1344","  40"," 16"," 1282","  24"
"3268","mono","2020-05-26","   0","   17","   2","  0","   17","   2"
"3269","plumas","2020-05-26","   0","   45","   0","  0","   45","   0"
"3270","los angeles","2020-05-26","2087","23592","1449","567","21505"," 882"
"3271","alameda","2020-05-26"," 169"," 2968"," 124"," 57"," 2799","  67"
"3272","san joaquin","2020-05-26","  43"," 1366","  24"," 14"," 1323","  10"
"3273","butte","2020-05-26","   5","  448","  20","  3","  443","  17"
"3274","solano","2020-05-26","  35","  707","  45"," 11","  672","  34"
"3275","modoc","2020-05-26","   1","   41","   0","  0","   40","   0"
"3276","shasta","2020-05-26","   1","  667","  13","  0","  666","  13"
"3277","san francisco","2020-05-26","  87"," 2619","  95"," 34"," 2532","  61"
"3278","santa clara","2020-05-26","  53"," 3318"," 195"," 26"," 3265"," 169"
"3279","sonoma","2020-05-26","  25","  871","  59","  6","  846","  53"
"3280","nevada","2020-05-26","   4","  129","   6","  3","  125","   3"
"3281","san luis obispo","2020-05-26","   4","  447","  28","  1","  443","  27"
"3282","el dorado","2020-05-26","   2","  199","   8","  2","  197","   6"
"3283","san mateo","2020-05-26","  54"," 1096","  47"," 20"," 1042","  27"
