"","county","date","hospitalized_covid_patients","all_hospital_beds","icu_available_beds","icu_combined","hospital_capactity","icu_capacity"
"5275","ventura","2020-07-01"," 117"," 1328","  47"," 32"," 1211","  15"
"5276","orange","2020-07-01"," 705"," 5725"," 346","227"," 5020"," 119"
"5277","monterey","2020-07-01","  43","  824","  81"," 10","  781","  71"
"5278","butte","2020-07-01","   9","  428","   3","  3","  419","   0"
"5279","kern","2020-07-01"," 178"," 1742","  70"," 58"," 1564","  12"
"5280","sutter","2020-07-01","   0","   14","   0","  0","   14","   0"
"5281","plumas","2020-07-01","   0","   45","   0","  0","   45","   0"
"5282","napa","2020-07-01","   8","  397","  41","  8","  389","  33"
"5283","madera","2020-07-01","  22","  528","  17","  6","  506","  11"
"5284","merced","2020-07-01","  26","  242","   5","  6","  216","  -1"
"5285","san joaquin","2020-07-01"," 163"," 1430","  47"," 44"," 1267","   3"
"5286","shasta","2020-07-01","   8","  667","   6","  2","  659","   4"
"5287","kings","2020-07-01","  41","  199","   3","  7","  158","  -4"
"5288","los angeles","2020-07-01","2580","21731","1092","632","19151"," 460"
"5289","yolo","2020-07-01","   5","  186","   1","  2","  181","  -1"
"5290","amador","2020-07-01","   2","   51","   0","  1","   49","  -1"
"5291","placer","2020-07-01","  33","  753","  28","  5","  720","  23"
"5292","el dorado","2020-07-01","   6","  235","   4","  5","  229","  -1"
"5293","mariposa","2020-07-01","   0","   30","   0","  0","   30","   0"
"5294","imperial","2020-07-01","  81","  237","   6"," 19","  156"," -13"
"5295","riverside","2020-07-01"," 547"," 4014"," 106","143"," 3467"," -37"
"5296","inyo","2020-07-01","   0","   42","   4","  0","   42","   4"
"5297","mono","2020-07-01","   0","   40","   2","  0","   40","   2"
"5298","san bernardino","2020-07-01"," 516"," 4564","  95","170"," 4048"," -75"
"5299","tehama","2020-07-01","   0","  106","   4","  0","  106","   4"
"5300","modoc","2020-07-01","   2","   41","   0","  0","   39","   0"
"5301","alameda","2020-07-01"," 170"," 2968"," 141"," 55"," 2798","  86"
"5302","stanislaus","2020-07-01"," 182"," 1372","  82"," 44"," 1190","  38"
"5303","lake","2020-07-01","   3","  110","   1","  1","  107","   0"
"5304","humboldt","2020-07-01","   4","  352","   2","  2","  348","   0"
"5305","del norte","2020-07-01","   1","   51","   0","  0","   50","   0"
"5306","tulare","2020-07-01","  83","  835","   9"," 15","  752","  -6"
"5307","trinity","2020-07-01","   0","   54","   0","  0","   54","   0"
"5308","colusa","2020-07-01","   2","   88","   6","  0","   86","   6"
"5309","yuba","2020-07-01","   9","  445","   7","  3","  436","   4"
"5310","calaveras","2020-07-01","   2","   50","   8","  2","   48","   6"
"5311","san diego","2020-07-01"," 462"," 6183"," 319","175"," 5721"," 144"
"5312","contra costa","2020-07-01","  71"," 1579"," 143"," 26"," 1508"," 117"
"5313","tuolumne","2020-07-01","   3","  151","   0","  1","  148","  -1"
"5314","santa cruz","2020-07-01","  10","  397","  21","  1","  387","  20"
"5315","glenn","2020-07-01","   0","   47","   0","  0","   47","   0"
"5316","san benito","2020-07-01","   1","   25","   1","  0","   24","   1"
"5317","nevada","2020-07-01","   6","  122","   4","  2","  116","   2"
"5318","sonoma","2020-07-01","  17","  871","  51","  5","  854","  46"
"5319","santa clara","2020-07-01"," 100"," 3438"," 168"," 40"," 3338"," 128"
"5320","marin","2020-07-01","  32","  390","   5"," 12","  358","  -7"
"5321","solano","2020-07-01","  57","  707","  36"," 13","  650","  23"
"5322","santa barbara","2020-07-01","  66","  717","  62"," 24","  651","  38"
"5323","san luis obispo","2020-07-01","  14","  472","  40","  4","  458","  36"
"5324","fresno","2020-07-01"," 149"," 2028","  80"," 37"," 1879","  43"
"5325","merced","2020-07-02","  23","  242","   2","  5","  219","  -3"
"5326","san mateo","2020-07-02","  56"," 1089","  49"," 15"," 1033","  34"
"5327","san benito","2020-07-02","   1","   25","   1","  0","   24","   1"
"5328","solano","2020-07-02","  48","  707","  38"," 14","  659","  24"
"5329","napa","2020-07-02","   9","  397","  43","  3","  388","  40"
"5330","marin","2020-07-02","  30","  390","  12","  8","  360","   4"
"5331","kern","2020-07-02"," 206"," 1742","  67"," 57"," 1536","  10"
"5332","san francisco","2020-07-02","  82"," 2647"," 102"," 31"," 2565","  71"
"5333","siskiyou","2020-07-02","   0","   65","   0","  0","   65","   0"
"5334","kings","2020-07-02","  39","  199","   1","  8","  160","  -7"
"5335","amador","2020-07-02","   1","   51","   0","  1","   50","  -1"
"5336","inyo","2020-07-02","   0","   42","   3","  0","   42","   3"
"5337","sutter","2020-07-02","   0","   14","   0","  0","   14","   0"
"5338","tuolumne","2020-07-02","   4","  151","   1","  1","  147","   0"
"5339","fresno","2020-07-02"," 145"," 2029","  68"," 35"," 1884","  33"
"5340","santa barbara","2020-07-02","  70","  717","  61"," 25","  647","  36"
"5341","santa clara","2020-07-02"," 107"," 3438"," 172"," 35"," 3331"," 137"
"5342","imperial","2020-07-02","  89","  237","   6"," 18","  148"," -12"
"5343","del norte","2020-07-02","   1","   51","   1","  0","   50","   1"
"5344","plumas","2020-07-02","   0","   45","   0","  0","   45","   0"
"5345","shasta","2020-07-02","   8","  667","   8","  2","  659","   6"
"5346","modoc","2020-07-02","   0","   41","   0","  0","   41","   0"
"5347","stanislaus","2020-07-02"," 209"," 1372","  83"," 48"," 1163","  35"
"5348","sonoma","2020-07-02","  15","  871","  50","  4","  856","  46"
"5349","lake","2020-07-02","   4","  110","   1","  1","  106","   0"
"5350","trinity","2020-07-02","   0","   54","   0","  0","   54","   0"
"5351","madera","2020-07-02","  18","  528","  21","  2","  510","  19"
"5352","calaveras","2020-07-02","   3","   50","   9","  2","   47","   7"
"5353","san joaquin","2020-07-02"," 193"," 1430","  54"," 43"," 1237","  11"
"5354","humboldt","2020-07-02","   1","  352","   2","  1","  351","   1"
"5355","el dorado","2020-07-02","   5","  235","   7","  3","  230","   4"
"5356","ventura","2020-07-02"," 122"," 1363","  54"," 40"," 1241","  14"
"5357","glenn","2020-07-02","   1","   47","   0","  0","   46","   0"
"5358","yuba","2020-07-02","  11","  445","  16","  3","  434","  13"
"5359","lassen","2020-07-02","   1","   25","   0","  0","   24","   0"
"5360","butte","2020-07-02","  12","  428","   3","  6","  416","  -3"
"5361","contra costa","2020-07-02","  76"," 1579"," 140"," 24"," 1503"," 116"
"5362","tehama","2020-07-02","   0","  106","   1","  0","  106","   1"
"5363","tulare","2020-07-02","  79","  835","  23"," 12","  756","  11"
"5364","san diego","2020-07-02"," 459"," 6182"," 337","159"," 5723"," 178"
"5365","santa cruz","2020-07-02","  13","  397","  28","  3","  384","  25"
"5366","orange","2020-07-02"," 716"," 6694"," 326","208"," 5978"," 118"
"5367","san luis obispo","2020-07-02","  15","  475","  40","  4","  460","  36"
"5368","mariposa","2020-07-02","   0","   30","   0","  0","   30","   0"
"5369","yolo","2020-07-02","   9","  186","   4","  0","  177","   4"
"5370","los angeles","2020-07-02","2612","23057","1153","632","20445"," 521"
"5371","mendocino","2020-07-02","   0","  180","   2","  0","  180","   2"
"5372","alameda","2020-07-02"," 193"," 2968"," 129"," 55"," 2775","  74"
"5373","riverside","2020-07-02"," 576"," 4014","  92","137"," 3438"," -45"
"5374","mono","2020-07-02","   0","   40","   2","  0","   40","   2"
"5375","colusa","2020-07-02","   2","   88","   6","  0","   86","   6"
"5376","sacramento","2020-07-02"," 149"," 2492","  82"," 40"," 2343","  42"
"5377","monterey","2020-07-02","  37","  824","  84"," 10","  787","  74"
"5378","san bernardino","2020-07-02"," 529"," 4793","  85","169"," 4264"," -84"
"5379","nevada","2020-07-02","   6","  114","   4","  3","  108","   1"
"5380","placer","2020-07-02","  39","  753","  24","  4","  714","  20"
"5381","merced","2020-07-03","  26","  242","   3","  5","  216","  -2"
"5382","colusa","2020-07-03","   0","   88","   6","  0","   88","   6"
"5383","trinity","2020-07-03","   0","   54","   0","  0","   54","   0"
"5384","napa","2020-07-03","   8","  397","  43","  4","  389","  39"
"5385","imperial","2020-07-03","  85","  298","  17"," 18","  213","  -1"
"5386","santa barbara","2020-07-03","  75","  763","  68"," 22","  688","  46"
"5387","madera","2020-07-03","  19","  528","   8","  6","  509","   2"
"5388","mariposa","2020-07-03","   0","   30","   0","  0","   30","   0"
"5389","amador","2020-07-03","   1","   51","   1","  1","   50","   0"
"5390","sacramento","2020-07-03"," 144"," 2486","  80"," 39"," 2342","  41"
"5391","tuolumne","2020-07-03","   1","  151","   0","  1","  150","  -1"
"5392","mono","2020-07-03","   0","   40","   2","  0","   40","   2"
"5393","siskiyou","2020-07-03","   0","   65","   2","  0","   65","   2"
"5394","lassen","2020-07-03","   1","   65","   0","  0","   64","   0"
"5395","butte","2020-07-03","   9","  428","   6","  4","  419","   2"
"5396","san mateo","2020-07-03","  60"," 1119","  57"," 17"," 1059","  40"
"5397","kings","2020-07-03","  40","  199","   0","  8","  159","  -8"
"5398","fresno","2020-07-03"," 154"," 2092","  77"," 37"," 1938","  40"
"5399","orange","2020-07-03"," 744"," 7401"," 320","217"," 6657"," 103"
"5400","san luis obispo","2020-07-03","  11","  476","  39","  4","  465","  35"
"5401","shasta","2020-07-03","   9","  667","   7","  2","  658","   5"
"5402","ventura","2020-07-03"," 123"," 1549","  56"," 31"," 1426","  25"
"5403","monterey","2020-07-03","  36","  845","  85","  8","  809","  77"
"5404","stanislaus","2020-07-03"," 210"," 1367","  78"," 42"," 1157","  36"
"5405","yuba","2020-07-03","  10","  445","  17","  3","  435","  14"
"5406","san diego","2020-07-03"," 435"," 6316"," 318","157"," 5881"," 161"
"5407","inyo","2020-07-03","   0","   42","   4","  0","   42","   4"
"5408","san bernardino","2020-07-03"," 539"," 4834","  87","169"," 4295"," -82"
"5409","nevada","2020-07-03","   5","   96","   7","  3","   91","   4"
"5410","humboldt","2020-07-03","   1","  352","   2","  1","  351","   1"
"5411","kern","2020-07-03"," 203"," 1832","  80"," 67"," 1629","  13"
"5412","tulare","2020-07-03","  78","  835","  25"," 12","  757","  13"
"5413","yolo","2020-07-03","   9","  186","   1","  2","  177","  -1"
"5414","glenn","2020-07-03","   1","   47","   0","  0","   46","   0"
"5415","contra costa","2020-07-03","  75"," 1579"," 141"," 23"," 1504"," 118"
"5416","alameda","2020-07-03"," 208"," 2968"," 126"," 55"," 2760","  71"
"5417","marin","2020-07-03","  31","  392","  11","  8","  361","   3"
"5418","calaveras","2020-07-03","   0","   50","  12","  0","   50","  12"
"5419","san francisco","2020-07-03","  85"," 2647"," 107"," 29"," 2562","  78"
"5420","solano","2020-07-03","  47","  707","  35"," 15","  660","  20"
"5421","san joaquin","2020-07-03"," 206"," 1430","  45"," 44"," 1224","   1"
"5422","los angeles","2020-07-03","2643","23965","1189","650","21322"," 539"
"5423","el dorado","2020-07-03","   4","  235","   8","  3","  231","   5"
"5424","mendocino","2020-07-03","   0","  180","   1","  0","  180","   1"
"5425","sutter","2020-07-03","   0","   14","   0","  0","   14","   0"
"5426","riverside","2020-07-03"," 571"," 4103"," 107","132"," 3532"," -25"
"5427","modoc","2020-07-03","   0","   41","   0","  0","   41","   0"
"5428","plumas","2020-07-03","   0","   45","   0","  0","   45","   0"
"5429","del norte","2020-07-03","   1","   51","   0","  0","   50","   0"
"5430","lake","2020-07-03","   3","  110","   2","  1","  107","   1"
"5431","sonoma","2020-07-03","  18","  862","  48","  4","  844","  44"
"5432","san benito","2020-07-03","   1","   25","   0","  0","   24","   0"
"5433","santa cruz","2020-07-03","  17","  397","  26","  3","  380","  23"
"5434","placer","2020-07-03","  45","  753","  29","  3","  708","  26"
"5435","santa clara","2020-07-03"," 100"," 3438"," 171"," 38"," 3338"," 133"
"5436","tehama","2020-07-03","   0","  106","   1","  0","  106","   1"
"5437","imperial","2020-07-04","  91","  298","  16"," 19","  207","  -3"
"5438","yuba","2020-07-04","  12","  445","  13","  6","  433","   7"
"5439","inyo","2020-07-04","   0","   42","   4","  0","   42","   4"
"5440","sutter","2020-07-04","   0","   14","   0","  0","   14","   0"
"5441","san luis obispo","2020-07-04","  12","  476","  38","  5","  464","  33"
"5442","modoc","2020-07-04","   0","   41","   0","  0","   41","   0"
"5443","tehama","2020-07-04","   0","  106","   0","  0","  106","   0"
"5444","santa cruz","2020-07-04","  15","  397","  25","  2","  382","  23"
"5445","trinity","2020-07-04","   0","   54","   0","  0","   54","   0"
"5446","kern","2020-07-04"," 220"," 1832","  80"," 67"," 1612","  13"
"5447","kings","2020-07-04","  48","  199","   2","  8","  151","  -6"
"5448","mono","2020-07-04","   0","   40","   2","  0","   40","   2"
"5449","siskiyou","2020-07-04","   0","   65","   3","  0","   65","   3"
"5450","contra costa","2020-07-04","  81"," 1562"," 135"," 29"," 1481"," 106"
"5451","fresno","2020-07-04"," 162"," 2094","  78"," 38"," 1932","  40"
"5452","merced","2020-07-04","  24","  242","   4","  3","  218","   1"
"5453","napa","2020-07-04","   7","  397","   0","  4","  390","  -4"
"5454","sonoma","2020-07-04","  26","  862","  51","  6","  836","  45"
"5455","san diego","2020-07-04"," 445"," 6267"," 344","167"," 5822"," 177"
"5456","monterey","2020-07-04","  39","  845","  88","  8","  806","  80"
"5457","santa clara","2020-07-04"," 101"," 3438"," 186"," 38"," 3337"," 148"
"5458","orange","2020-07-04"," 772"," 7401"," 403","215"," 6629"," 188"
"5459","mendocino","2020-07-04","   1","  180","   2","  0","  179","   2"
"5460","san mateo","2020-07-04","  50"," 1057","  63"," 16"," 1007","  47"
"5461","sacramento","2020-07-04"," 167"," 2465","  87"," 50"," 2298","  37"
"5462","mariposa","2020-07-04","   0","   30","   0","  0","   30","   0"
"5463","ventura","2020-07-04"," 104"," 1549","  50"," 35"," 1445","  15"
"5464","lake","2020-07-04","   4","  110","   2","  1","  106","   1"
"5465","alameda","2020-07-04"," 190"," 2968"," 137"," 52"," 2778","  85"
"5466","san joaquin","2020-07-04"," 194"," 1430","  50"," 51"," 1236","  -1"
"5467","glenn","2020-07-04","   1","   47","   0","  0","   46","   0"
"5468","colusa","2020-07-04","   0","   88","   6","  0","   88","   6"
"5469","tulare","2020-07-04","  80","  835","  17"," 11","  755","   6"
"5470","marin","2020-07-04","  30","  392","   9","  8","  362","   1"
"5471","humboldt","2020-07-04","   1","  352","   2","  1","  351","   1"
"5472","san benito","2020-07-04","   1","   25","   0","  0","   24","   0"
"5473","stanislaus","2020-07-04"," 222"," 1367","  85"," 44"," 1145","  41"
"5474","lassen","2020-07-04","   1","   65","   0","  0","   64","   0"
"5475","solano","2020-07-04","  45","  707","  44"," 11","  662","  33"
"5476","san bernardino","2020-07-04"," 557"," 4834"," 117","174"," 4277"," -57"
"5477","santa barbara","2020-07-04","  76","  763","  73"," 24","  687","  49"
"5478","shasta","2020-07-04","   9","  667","   7","  3","  658","   4"
"5479","madera","2020-07-04","  27","  528","  21","  2","  501","  19"
"5480","nevada","2020-07-04","   7","   93","   3","  2","   86","   1"
"5481","riverside","2020-07-04"," 600"," 4070"," 120","140"," 3470"," -20"
"5482","del norte","2020-07-04","   1","   51","   0","  0","   50","   0"
"5483","yolo","2020-07-04","   9","  186","   1","  2","  177","  -1"
"5484","calaveras","2020-07-04","   1","   50","  11","  0","   49","  11"
"5485","el dorado","2020-07-04","   4","  235","   7","  4","  231","   3"
"5486","tuolumne","2020-07-04","   1","  151","   6","  0","  150","   6"
"5487","placer","2020-07-04","  46","  753","  37","  4","  707","  33"
"5488","amador","2020-07-04","   1","   51","   0","  1","   50","  -1"
"5489","los angeles","2020-07-04","2574","23943","1336","624","21369"," 712"
"5490","butte","2020-07-04","   8","  408","   4","  5","  400","  -1"
"5491","plumas","2020-07-04","   0","   45","   0","  0","   45","   0"
"5492","san francisco","2020-07-04","  82"," 2647"," 102"," 27"," 2565","  75"
"5493","trinity","2020-07-05","   0","   54","   0","  0","   54","   0"
"5494","san bernardino","2020-07-05"," 565"," 4834"," 112","175"," 4269"," -63"
"5495","placer","2020-07-05","  41","  753","  35","  8","  712","  27"
"5496","sutter","2020-07-05","   0","   14","   0","  0","   14","   0"
"5497","tehama","2020-07-05","   0","  106","   1","  0","  106","   1"
"5498","modoc","2020-07-05","   0","   41","   0","  0","   41","   0"
"5499","san francisco","2020-07-05","  84"," 2647"," 122"," 26"," 2563","  96"
"5500","napa","2020-07-05","   7","  397","   5","  4","  390","   1"
"5501","lake","2020-07-05","   4","  110","   2","  0","  106","   2"
"5502","san mateo","2020-07-05","  53"," 1050","  67"," 15","  997","  52"
"5503","san benito","2020-07-05","   0","   25","   0","  0","   25","   0"
"5504","santa clara","2020-07-05"," 110"," 3438"," 198"," 35"," 3328"," 163"
"5505","tuolumne","2020-07-05","   0","  151","   2","  0","  151","   2"
"5506","tulare","2020-07-05","  80","  835","  17","  9","  755","   8"
"5507","el dorado","2020-07-05","   2","  235","   7","  2","  233","   5"
"5508","sacramento","2020-07-05"," 169"," 2428","  89"," 46"," 2259","  43"
"5509","yolo","2020-07-05","   8","  186","   0","  2","  178","  -2"
"5510","yuba","2020-07-05","  16","  445","   6","  7","  429","  -1"
"5511","los angeles","2020-07-05","2645","23936","1295","629","21291"," 666"
"5512","san diego","2020-07-05"," 441"," 6250"," 350","174"," 5809"," 176"
"5513","imperial","2020-07-05","  93","  298","  15"," 20","  205","  -5"
"5514","ventura","2020-07-05"," 103"," 1549","  39"," 33"," 1446","   6"
"5515","glenn","2020-07-05","   1","   47","   0","  0","   46","   0"
"5516","lassen","2020-07-05","   1","   65","   0","  0","   64","   0"
"5517","shasta","2020-07-05","   7","  667","   5","  3","  660","   2"
"5518","siskiyou","2020-07-05","   1","   65","   5","  0","   64","   5"
"5519","orange","2020-07-05"," 792"," 7401"," 418","226"," 6609"," 192"
"5520","contra costa","2020-07-05","  88"," 1579"," 150"," 28"," 1491"," 122"
"5521","merced","2020-07-05","  24","  242","   3","  4","  218","  -1"
"5522","fresno","2020-07-05"," 163"," 2090","  81"," 40"," 1927","  41"
"5523","san luis obispo","2020-07-05","  17","  451","  41","  5","  434","  36"
"5524","nevada","2020-07-05","   9","   89","   3","  2","   80","   1"
"5525","riverside","2020-07-05"," 614"," 4065"," 130","148"," 3451"," -18"
"5526","kings","2020-07-05","  47","  199","   5","  8","  152","  -3"
"5527","madera","2020-07-05","  21","  528","  18","  4","  507","  14"
"5528","del norte","2020-07-05","   1","   51","   2","  0","   50","   2"
"5529","santa barbara","2020-07-05","  73","  763","  72"," 21","  690","  51"
"5530","amador","2020-07-05","   1","   51","   0","  1","   50","  -1"
"5531","calaveras","2020-07-05","   2","   50","  10","  1","   48","   9"
"5532","plumas","2020-07-05","   0","   45","   0","  0","   45","   0"
"5533","alameda","2020-07-05"," 183"," 2968"," 134"," 58"," 2785","  76"
"5534","mendocino","2020-07-05","   0","  180","   2","  0","  180","   2"
"5535","santa cruz","2020-07-05","  19","  397","  30","  2","  378","  28"
"5536","inyo","2020-07-05","   1","   42","   3","  1","   41","   2"
"5537","mono","2020-07-05","   0","   40","   2","  0","   40","   2"
"5538","butte","2020-07-05","  10","  408","   1","  6","  398","  -5"
"5539","kern","2020-07-05"," 222"," 1832","  74"," 64"," 1610","  10"
"5540","marin","2020-07-05","  40","  392","   7"," 11","  352","  -4"
"5541","humboldt","2020-07-05","   2","  352","   2","  1","  350","   1"
"5542","san joaquin","2020-07-05"," 188"," 1430","  45"," 41"," 1242","   4"
"5543","mariposa","2020-07-05","   0","   30","   0","  0","   30","   0"
"5544","sonoma","2020-07-05","  30","  862","  52","  9","  832","  43"
"5545","solano","2020-07-05","  47","  707","  40"," 12","  660","  28"
"5546","stanislaus","2020-07-05"," 213"," 1367","  88"," 50"," 1154","  38"
"5547","colusa","2020-07-05","   0","   88","   6","  0","   88","   6"
"5548","monterey","2020-07-05","  40","  845","  91","  6","  805","  85"
"5549","lake","2020-07-06","   6","  110","   2","  1","  104","   1"
"5550","mendocino","2020-07-06","   0","  180","   6","  0","  180","   6"
"5551","el dorado","2020-07-06","   2","  235","   5","  2","  233","   3"
"5552","tuolumne","2020-07-06","   1","  151","   3","  0","  150","   3"
"5553","san bernardino","2020-07-06"," 574"," 4834"," 129","170"," 4260"," -41"
"5554","calaveras","2020-07-06","   3","   50","   8","  2","   47","   6"
"5555","amador","2020-07-06","   1","   51","   2","  1","   50","   1"
"5556","inyo","2020-07-06","   1","   42","   3","  1","   41","   2"
"5557","mono","2020-07-06","   0","   40","   2","  0","   40","   2"
"5558","yuba","2020-07-06","  21","  445","  14","  8","  424","   6"
"5559","butte","2020-07-06","  13","  466","   1","  8","  453","  -7"
"5560","solano","2020-07-06","  43","  707","  35"," 16","  664","  19"
"5561","del norte","2020-07-06","   1","   51","   2","  0","   50","   2"
"5562","marin","2020-07-06","  39","  392","   9","  8","  353","   1"
"5563","santa clara","2020-07-06"," 104"," 3438"," 195"," 35"," 3334"," 160"
"5564","stanislaus","2020-07-06"," 206"," 1372","  99"," 46"," 1166","  53"
"5565","sutter","2020-07-06","   0","   14","   0","  0","   14","   0"
"5566","siskiyou","2020-07-06","   0","   65","   4","  0","   65","   4"
"5567","modoc","2020-07-06","   0","   41","   0","  0","   41","   0"
"5568","tulare","2020-07-06","  86","  835","   8"," 13","  749","  -5"
"5569","mariposa","2020-07-06","   0","   30","   0","  0","   30","   0"
"5570","sacramento","2020-07-06"," 172"," 2589","  87"," 46"," 2417","  41"
"5571","san mateo","2020-07-06","  55"," 1052","  72"," 15","  997","  57"
"5572","placer","2020-07-06","  41","  753","  30"," 10","  712","  20"
"5573","santa barbara","2020-07-06","  80","  763","  68"," 23","  683","  45"
"5574","shasta","2020-07-06","   6","  671","   9","  3","  665","   6"
"5575","lassen","2020-07-06","   1","   65","   0","  0","   64","   0"
"5576","san francisco","2020-07-06","  80"," 2647"," 120"," 28"," 2567","  92"
"5577","kern","2020-07-06"," 223"," 1832","  85"," 61"," 1609","  24"
"5578","napa","2020-07-06","   7","  397","   5","  6","  390","  -1"
"5579","madera","2020-07-06","  32","  528","  22","  4","  496","  18"
"5580","glenn","2020-07-06","   1","   47","   0","  0","   46","   0"
"5581","imperial","2020-07-06","  91","  298","  18"," 20","  207","  -2"
"5582","san benito","2020-07-06","   0","   25","   0","  0","   25","   0"
"5583","santa cruz","2020-07-06","  13","  397","  29","  2","  384","  27"
"5584","monterey","2020-07-06","  37","  845","  84","  9","  808","  75"
"5585","orange","2020-07-06"," 839"," 7416"," 406","250"," 6577"," 156"
"5586","ventura","2020-07-06"," 120"," 1549","  47"," 38"," 1429","   9"
"5587","san luis obispo","2020-07-06","  13","  453","  40","  5","  440","  35"
"5588","contra costa","2020-07-06","  84"," 1579"," 143"," 30"," 1495"," 113"
"5589","alameda","2020-07-06"," 187"," 2968"," 132"," 60"," 2781","  72"
"5590","san diego","2020-07-06"," 456"," 6614"," 339","175"," 6158"," 164"
"5591","san joaquin","2020-07-06"," 242"," 1430","  46"," 47"," 1188","  -1"
"5592","sonoma","2020-07-06","  33","  862","  48"," 13","  829","  35"
"5593","los angeles","2020-07-06","2670","23927","1334","632","21257"," 702"
"5594","fresno","2020-07-06"," 162"," 2094","  89"," 32"," 1932","  57"
"5595","merced","2020-07-06","  24","  242","   4","  6","  218","  -2"
"5596","kings","2020-07-06","  52","  199","   0","  8","  147","  -8"
"5597","humboldt","2020-07-06","   3","  352","   4","  1","  349","   3"
"5598","plumas","2020-07-06","   1","   45","   0","  0","   44","   0"
"5599","tehama","2020-07-06","   0","  106","   1","  0","  106","   1"
"5600","trinity","2020-07-06","   0","   54","   0","  0","   54","   0"
"5601","colusa","2020-07-06","   0","   88","   6","  0","   88","   6"
"5602","nevada","2020-07-06","   6","  114","   6","  1","  108","   5"
"5603","yolo","2020-07-06","   9","  186","   0","  2","  177","  -2"
"5604","riverside","2020-07-06"," 658"," 4110"," 124","146"," 3452"," -22"
"5605","madera","2020-07-07","  28","  340","  17","  6","  312","  11"
"5606","sutter","2020-07-07","   0","   14","   0","  0","   14","   0"
"5607","san bernardino","2020-07-07"," 579"," 4832"," 160","175"," 4253"," -15"
"5608","santa cruz","2020-07-07","  16","  397","  26","  3","  381","  23"
"5609","napa","2020-07-07","   8","  397","   1","  7","  389","  -6"
"5610","humboldt","2020-07-07","   3","  352","   3","  0","  349","   3"
"5611","riverside","2020-07-07"," 651"," 4110"," 124","136"," 3459"," -12"
"5612","ventura","2020-07-07"," 116"," 1549","  48"," 38"," 1433","  10"
"5613","santa barbara","2020-07-07","  89","  763","  66"," 25","  674","  41"
"5614","kings","2020-07-07","  54","  199","   7","  7","  145","   0"
"5615","stanislaus","2020-07-07"," 215"," 1372","  89"," 51"," 1157","  38"
"5616","glenn","2020-07-07","   1","   47","   0","  0","   46","   0"
"5617","tuolumne","2020-07-07","   2","  151","   5","  0","  149","   5"
"5618","imperial","2020-07-07","  93","  298","  16"," 20","  205","  -4"
"5619","sonoma","2020-07-07","  33","  862","  43"," 11","  829","  32"
"5620","nevada","2020-07-07","   2","   82","   6","  1","   80","   5"
"5621","trinity","2020-07-07","   0","   54","   0","  0","   54","   0"
"5622","contra costa","2020-07-07","  86"," 1579"," 142"," 26"," 1493"," 116"
"5623","sacramento","2020-07-07"," 173"," 2875","  79"," 49"," 2702","  30"
"5624","tehama","2020-07-07","   0","  106","   2","  0","  106","   2"
"5625","siskiyou","2020-07-07","   0","   65","   6","  0","   65","   6"
"5626","san luis obispo","2020-07-07","  19","  457","  41","  3","  438","  38"
"5627","el dorado","2020-07-07","   3","  235","   9","  3","  232","   6"
"5628","monterey","2020-07-07","  39","  845","  90"," 10","  806","  80"
"5629","santa clara","2020-07-07"," 114"," 3438"," 172"," 44"," 3324"," 128"
"5630","los angeles","2020-07-07","2829","23880","1368","630","21051"," 738"
"5631","orange","2020-07-07"," 817"," 7416"," 401","251"," 6599"," 150"
"5632","placer","2020-07-07","  55","  753","  27","  5","  698","  22"
"5633","amador","2020-07-07","   2","   51","   3","  1","   49","   2"
"5634","san joaquin","2020-07-07"," 209"," 1430","  52"," 48"," 1221","   4"
"5635","calaveras","2020-07-07","   0","   50","   9","  0","   50","   9"
"5636","merced","2020-07-07","  23","  242","   4","  5","  219","  -1"
"5637","san benito","2020-07-07","   1","   25","   0","  0","   24","   0"
"5638","tulare","2020-07-07","  85","  835","  17"," 11","  750","   6"
"5639","butte","2020-07-07","  15","  466","   3","  7","  451","  -4"
"5640","lassen","2020-07-07","   0","   65","   0","  0","   65","   0"
"5641","yuba","2020-07-07","  22","  445","  17","  6","  423","  11"
"5642","mendocino","2020-07-07","   0","  180","   3","  0","  180","   3"
"5643","colusa","2020-07-07","   1","   88","   6","  0","   87","   6"
"5644","shasta","2020-07-07","   5","  671","   8","  3","  666","   5"
"5645","san francisco","2020-07-07","  88"," 2647"," 107"," 26"," 2559","  81"
"5646","kern","2020-07-07"," 223"," 1832","  86"," 58"," 1609","  28"
"5647","marin","2020-07-07","  44","  392","  16","  8","  348","   8"
"5648","del norte","2020-07-07","   1","   51","   2","  0","   50","   2"
"5649","yolo","2020-07-07","   8","  186","   0","  3","  178","  -3"
"5650","fresno","2020-07-07"," 177"," 2090","  71"," 38"," 1913","  33"
"5651","mariposa","2020-07-07","   0","   30","   0","  0","   30","   0"
"5652","san diego","2020-07-07"," 479"," 6649"," 311","166"," 6170"," 145"
"5653","solano","2020-07-07","  44","  707","  39"," 17","  663","  22"
"5654","lake","2020-07-07","   1","  110","   2","  0","  109","   2"
"5655","alameda","2020-07-07"," 190"," 2968"," 133"," 64"," 2778","  69"
"5656","san mateo","2020-07-07","  60"," 1052","  66"," 13","  992","  53"
"5657","modoc","2020-07-07","   0","   41","   0","  0","   41","   0"
"5658","mono","2020-07-07","   0","   40","   2","  0","   40","   2"
"5659","inyo","2020-07-07","   1","   42","   3","  1","   41","   2"
"5660","plumas","2020-07-07","   1","   45","   0","  0","   44","   0"
